division_key,anchor_type,anchor_text,source_url_or_doc,checked_by,checked_ts,status,verified_value,note
buyside_portfolio_management,A1,SEC Form PF reporting | US | Investment Advisers Act Rule 204(b)-1 (17 CFR 275.204(b)-1),,,,UNVERIFIED,,
buyside_portfolio_management,A1,"UCITS Directive | European Union | Directive 2009/65/EC, Articles 51 and 52",,,,UNVERIFIED,,
buyside_portfolio_management,A1,"UCITS investment and diversification limits | European Union | Directive 2009/65/EC, Articles 50-57",,,,UNVERIFIED,,
buyside_portfolio_management,A1,"UCITS investment restrictions and diversification | EU | Directive 2009/65/EC (UCITS), Articles 50-54",,,,UNVERIFIED,,
buyside_portfolio_management,A1,"UCITS investment restrictions | EU | Directive 2009/65/EC, Arts. 50-56",,,,UNVERIFIED,,
buyside_portfolio_management,A1,"UCITS risk-management process | European Union | Directive 2009/65/EC, Article 51",,,,UNVERIFIED,,
buyside_portfolio_management,A1,"UCITS — index-tracking funds | EU | Directive 2009/65/EC, Art. 53",,,,UNVERIFIED,,
buyside_portfolio_management,A2,JPMorgan Chase & Co. | Form 10-K | FY2024 | Asset management,,,,UNVERIFIED,,
buyside_portfolio_management,A2,JPMorgan Chase & Co. | Form 10-K | FY2024 | Asset management fees,,,,UNVERIFIED,,
buyside_portfolio_management,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2023 | Equities intermediation",,,,UNVERIFIED,,
buyside_portfolio_management,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2023 | Management and other fees (within Asset & Wealth Management)",,,,UNVERIFIED,,
buyside_portfolio_management,A2,UBS Group AG | Annual Report (Form 20-F) | FY2023 | Net management fees,,,,UNVERIFIED,,
buyside_portfolio_management,A3,HFR | Global hedge fund industry capital | 4.0 USD trillion | as_of 2023-12-31,,,,UNVERIFIED,,
buyside_portfolio_management,A3,Investment Company Institute | U.S. ETF total net assets (Investment Company Fact Book) | 8.1 USD trillions | as_of 2023-12,,,,UNVERIFIED,,
buyside_portfolio_management,A3,Investment Company Institute | Worldwide regulated open-end fund assets | 68.9 USD trillion | as_of 2023-12-31,,,,UNVERIFIED,,
buyside_portfolio_management,A3,Investment Company Institute | Worldwide regulated open-end fund assets | 71.1 USD trillion | as_of 2024-12-31,,,,UNVERIFIED,,
buyside_portfolio_management,A4,"SEAT: Buy-side portfolio construction & risk (portfolio managers, risk quants, rebalancing analysts); Hedge fund portfolio manager / trader (buy-side counterpart of prime brokerage and markets flow); Index/ETF portfolio manager (replication, rebalancing, creation/redemption management at a large asset manager); Institutional portfolio manager (long-only, buy-side counterpart of markets flow); Institutional portfolio managers, asset allocators and investment analysts generating orders for dealer counterparties; Portfolio managers, asset allocators and portfolio-construction specialists; Portfolio managers, sector analysts, asset allocators and investment-strategy specialists | cost_per_seat midpoint median 725000.0 | determinable_fraction median 0.45 | 24 terminality tasks",,,,UNVERIFIED,,
buyside_trading_execution,A1,"AIFMD — reporting and risk management for alternative funds | EU | Directive 2011/61/EU, Art. 24 & Annex IV",,,,UNVERIFIED,,
buyside_trading_execution,A1,"Adviser compliance program and duty of best execution as a fiduciary | US | Investment Advisers Act Rule 206(4)-7 (17 CFR 275.206(4)-7); SEC Release IA-5248 (Standard of Conduct for Investment Advisers, 2019)",,,,UNVERIFIED,,
buyside_trading_execution,A1,Best execution obligation for investment firms executing on behalf of clients | EU / UK | MiFID II Directive 2014/65/EU Article 27; Commission Delegated Regulation (EU) 2017/565 Articles 64-66 (order execution policy and monitoring),,,,UNVERIFIED,,
buyside_trading_execution,A1,Best execution obligation for investment firms | EU | Directive 2014/65/EU Art 27; Commission Delegated Regulation (EU) 2017/576 (RTS 28 top-five venue reporting),,,,UNVERIFIED,,
buyside_trading_execution,A1,Best execution | US / FINRA | FINRA Rule 5310,,,,UNVERIFIED,,
buyside_trading_execution,A1,Compliance programme of registered advisers | US / SEC | 17 CFR 275.206(4)-7,,,,UNVERIFIED,,
buyside_trading_execution,A1,Derivatives risk management program for registered funds | US | Investment Company Act Rule 18f-4 (17 CFR 270.18f-4),,,,UNVERIFIED,,
buyside_trading_execution,A1,FCA best execution conduct standard | United Kingdom | FCA Handbook COBS 11.2A,,,,UNVERIFIED,,
buyside_trading_execution,A1,"Investment Adviser Best Execution Duty | United States | Investment Advisers Act of 1940, Sections 206(1) and 206(2), 15 U.S.C. §80b-6",,,,UNVERIFIED,,
buyside_trading_execution,A1,Investment Advisers Act — fiduciary duty including best execution | US | 15 U.S.C. § 80b-6 (§ 206),,,,UNVERIFIED,,
buyside_trading_execution,A1,Investment adviser fiduciary duty (execution quality) | United States | Investment Advisers Act of 1940; SEC Fiduciary Duty Interpretation (2019),,,,UNVERIFIED,,
buyside_trading_execution,A1,"Investment adviser fiduciary duty including duty of best execution | US | Investment Advisers Act of 1940, Section 206; SEC Release IA-5248 (2019) fiduciary interpretation",,,,UNVERIFIED,,
buyside_trading_execution,A1,Investment-adviser fiduciary and antifraud obligations | United States | Investment Advisers Act of 1940 section 206; 15 U.S.C. § 80b-6,,,,UNVERIFIED,,
buyside_trading_execution,A1,"Investment-adviser fiduciary duty and best-execution obligations | United States | SEC Commission Interpretation Regarding Standard of Conduct for Investment Advisers, Release No. IA-5248, 84 FR 33669",,,,UNVERIFIED,,
buyside_trading_execution,A1,"MiFID II best execution and order execution policy for portfolio managers | EU/UK | Directive 2014/65/EU, Article 27; Commission Delegated Regulation (EU) 2017/565, Articles 64–66",,,,UNVERIFIED,,
buyside_trading_execution,A1,"MiFID II best execution | EU | Directive 2014/65/EU (MiFID II), Article 27",,,,UNVERIFIED,,
buyside_trading_execution,A1,"MiFID II best execution | EU | Directive 2014/65/EU, Art. 27; RTS 28 (Commission Delegated Regulation (EU) 2017/576)",,,,UNVERIFIED,,
buyside_trading_execution,A1,"MiFID II best execution | European Union | Directive 2014/65/EU, Article 27",,,,UNVERIFIED,,
buyside_trading_execution,A1,"MiFID II — best execution and execution quality reporting | EU | Directive 2014/65/EU, Art. 27; Commission Delegated Regulation (EU) 2017/576 (RTS 28)",,,,UNVERIFIED,,
buyside_trading_execution,A1,"MiFID II — best execution obligation for investment firms | EU | Directive 2014/65/EU, Art. 27",,,,UNVERIFIED,,
buyside_trading_execution,A1,SEC/CFTC — Form PF reporting for private fund advisers | US | 17 C.F.R. § 275.204(b)-1; CFTC Regulation 4.27,,,,UNVERIFIED,,
buyside_trading_execution,A1,"Soft dollar safe harbour for research and brokerage services | US | Securities Exchange Act of 1934, Section 28(e)",,,,UNVERIFIED,,
buyside_trading_execution,A1,"UCITS implementing measures — order handling and execution of decisions to deal | EU | Commission Directive 2010/43/EU, Arts. 25–27",,,,UNVERIFIED,,
buyside_trading_execution,A1,Use of client commissions safe harbour | US / SEC | Securities Exchange Act Section 28(e); SEC 2006 interpretive release 34-54165,,,,UNVERIFIED,,
buyside_trading_execution,A2,"BlackRock | Form 10-K | FY2023 | Investment advisory, administration fees and securities lending revenue",,,,UNVERIFIED,,
buyside_trading_execution,A2,"BlackRock, Inc. | Form 10-K | FY2023 | Investment advisory, administration fees and securities lending revenue",,,,UNVERIFIED,,
buyside_trading_execution,A2,JPMorgan Chase & Co. | Form 10-K | FY2023 | Asset & Wealth Management,,,,UNVERIFIED,,
buyside_trading_execution,A2,JPMorgan Chase & Co. | Form 10-K | FY2023 | Asset & Wealth Management - Asset management fees,,,,UNVERIFIED,,
buyside_trading_execution,A2,JPMorgan Chase & Co. | Form 10-K | FY2023 | Asset management fees (within Asset & Wealth Management),,,,UNVERIFIED,,
buyside_trading_execution,A2,JPMorgan Chase & Co. | Form 10-K | FY2024 | Asset management,,,,UNVERIFIED,,
buyside_trading_execution,A2,JPMorgan Chase & Co. | Form 10-K | FY2024 | Asset management fees,,,,UNVERIFIED,,
buyside_trading_execution,A2,JPMorgan Chase | Form 10-K | FY2023 | Asset & Wealth Management — Asset management fees,,,,UNVERIFIED,,
buyside_trading_execution,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2023 | Asset & Wealth Management - Management and other fees",,,,UNVERIFIED,,
buyside_trading_execution,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2023 | Equities financing",,,,UNVERIFIED,,
buyside_trading_execution,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2023 | Equities intermediation",,,,UNVERIFIED,,
buyside_trading_execution,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2024 | Management and other fees",,,,UNVERIFIED,,
buyside_trading_execution,A3,Bank for International Settlements | Triennial Central Bank Survey: global OTC interest-rate derivatives daily turnover | 5.2 USD trillion per day | as_of 2022-04-30,,,,UNVERIFIED,,
buyside_trading_execution,A3,Bank for International Settlements | Triennial Central Bank Survey: global foreign-exchange market daily turnover | 7.5 USD trillion per day | as_of 2022-04-30,,,,UNVERIFIED,,
buyside_trading_execution,A3,Bank for International Settlements | Triennial Central Bank Survey—global foreign exchange market turnover | 7.5 USD trillion average daily turnover | as_of 2022-04,,,,UNVERIFIED,,
buyside_trading_execution,A3,Boston Consulting Group | Global Asset Management report — global assets under management | 120 USD trillion (approximate) | as_of 2023-12-31,,,,UNVERIFIED,,
buyside_trading_execution,A3,Coalition Greenwich | US equity commission pool | 8.5 USD billion | as_of 2023-12-31,,,,UNVERIFIED,,
buyside_trading_execution,A3,ETFGI | Global ETF/ETP assets under management | 11.6 USD trillion | as_of 2023-12-31,,,,UNVERIFIED,,
buyside_trading_execution,A3,HFR (Hedge Fund Research) | Global hedge fund industry capital (HFR Global Hedge Fund Industry Report) | 4.3 USD trillions | as_of 2024-03,,,,UNVERIFIED,,
buyside_trading_execution,A3,Investment Company Institute | Worldwide regulated open-end fund assets | 68.9 USD trillions | as_of 2023-12,,,,UNVERIFIED,,
buyside_trading_execution,A3,Investment Company Institute | Worldwide regulated open-end fund net assets | 68.9 USD trillions AUM | as_of 2023-12-31,,,,UNVERIFIED,,
buyside_trading_execution,A3,Investment Company Institute | Worldwide regulated open-end fund total net assets | 68.9 USD trillion | as_of 2023-12-31,,,,UNVERIFIED,,
buyside_trading_execution,A3,World Federation of Exchanges | Value of share trading (executed order flow population) | 100 USD trillion per year | as_of 2023-12-31,,,,UNVERIFIED,,
buyside_trading_execution,A3,World Federation of Exchanges | WFE Statistics—domestic market capitalization | 115.0 USD trillion | as_of 2023-12-31,,,,UNVERIFIED,,
buyside_trading_execution,A4,"SEAT: Buy-side dealer / centralised dealing desk trader with best-execution and TCA oversight (asset management arm of the G-SIB); Buy-side dealer / execution trader on an asset manager or hedge fund central dealing desk; Buy-side dealing desk (execution trader) and execution analytics/TCA specialist at an asset manager or asset-management arm of a G-SIB; Buy-side dealing desk (institutional execution traders, dealing desk heads at asset managers); Buy-side execution trader (asset management central dealing desk across equities, FI and FX); Buy-side execution trader (asset manager dealing desk); Buy-side execution trader (central dealing desk of a large asset manager, incl. G-SIB asset management arms); Buy-side execution traders, dealer managers and transaction-cost analysts; Buy-side execution traders, dealer-relationship managers and transaction-cost analysts; Buy-side traders, execution specialists, dealer-relationship managers and transaction-cost analysts; Hedge fund execution/portfolio trader (per large multi-manager or macro fund; financing and execution across prime brokers) | cost_per_seat midpoint median 500000.0 | determinable_fraction median 0.6 | 39 terminality tasks",,,,UNVERIFIED,,
capital_markets_origination_combined,A1,"Distribution activity restrictions and stabilisation | US / EU | Regulation M, 17 CFR 242.101-104; EU MAR Regulation (EU) No 596/2014 Article 5 and Delegated Regulation (EU) 2016/1052",,,,UNVERIFIED,,
capital_markets_origination_combined,A1,"EU Prospectus Regulation | EU | Regulation (EU) 2017/1129, Article 6 (obligation to publish a prospectus)",,,,UNVERIFIED,,
capital_markets_origination_combined,A1,"EU Prospectus Regulation | European Union | Regulation (EU) 2017/1129, Articles 3 and 6",,,,UNVERIFIED,,
capital_markets_origination_combined,A1,FINRA — restrictions on allocation of new issues (IPO/conflicts) | US | FINRA Rule 5131; FINRA Rule 5121,,,,UNVERIFIED,,
capital_markets_origination_combined,A1,"Prospectus Regulation — obligation to publish a prospectus for public offers | EU | Regulation (EU) 2017/1129, Art. 3",,,,UNVERIFIED,,
capital_markets_origination_combined,A1,"Prospectus content and approval | EU | Regulation (EU) 2017/1129 (Prospectus Regulation), Articles 6, 20 and 23",,,,UNVERIFIED,,
capital_markets_origination_combined,A1,Regulation M — stabilization and syndicate covering transactions | US | 17 CFR 242.104,,,,UNVERIFIED,,
capital_markets_origination_combined,A1,Securities Act of 1933 | United States | 15 U.S.C. §§77e and 77j; registration and prospectus requirements for public securities offerings,,,,UNVERIFIED,,
capital_markets_origination_combined,A1,"Securities Act registration and prospectus requirements | United States | Securities Act of 1933, Sections 5 and 10; 15 U.S.C. §§77e, 77j",,,,UNVERIFIED,,
capital_markets_origination_combined,A1,"Securities Act registration/offering requirements | United States | Securities Act of 1933, Section 5; Regulation M Rule 104 (17 CFR 242.104) for stabilization",,,,UNVERIFIED,,
capital_markets_origination_combined,A1,"Securities offering registration, prospectus delivery and free writing prospectuses | US | Securities Act of 1933 §5 and §11; Rules 424, 430B, 433, 163B",,,,UNVERIFIED,,
capital_markets_origination_combined,A1,Underwriting compensation and conflicts review | US | FINRA Rule 5110 (Corporate Financing Rule); FINRA Rule 5121 (conflicts of interest),,,,UNVERIFIED,,
capital_markets_origination_combined,A2,Bank of America | Form 10-K | FY2024 | Investment banking fees,,,,UNVERIFIED,,
capital_markets_origination_combined,A2,JPMorgan Chase & Co. | Form 10-K | FY2023 | Debt underwriting,,,,UNVERIFIED,,
capital_markets_origination_combined,A2,JPMorgan Chase & Co. | Form 10-K | FY2023 | Investment Banking (within Commercial & Investment Bank),,,,UNVERIFIED,,
capital_markets_origination_combined,A2,JPMorgan Chase & Co. | Form 10-K | FY2023 | Investment banking fees - Equity underwriting / Debt underwriting (Corporate & Investment Bank),,,,UNVERIFIED,,
capital_markets_origination_combined,A2,JPMorgan Chase & Co. | Form 10-K | FY2024 | Investment banking fees,,,,UNVERIFIED,,
capital_markets_origination_combined,A2,Morgan Stanley | Form 10-K | FY2023 | Institutional Securities - Underwriting (Equity and Fixed income),,,,UNVERIFIED,,
capital_markets_origination_combined,A3,"London Stock Exchange Group | Global debt capital markets proceeds, full-year review | 10.7 USD trillion | as_of 2024-12-31",,,,UNVERIFIED,,
capital_markets_origination_combined,A3,SIFMA | US corporate bond issuance | 1.4 USD trillion per year | as_of 2023-12-31,,,,UNVERIFIED,,
capital_markets_origination_combined,A3,SIFMA | US equity issuance (IPOs and secondary offerings) | 130 USD billion per year | as_of 2023-12-31,,,,UNVERIFIED,,
capital_markets_origination_combined,A3,Securities Industry and Financial Markets Association | U.S. Fixed Income Securities Statistics—Total Issuance | 10.6 USD trillion of issuance | as_of 2024,,,,UNVERIFIED,,
capital_markets_origination_combined,A4,"SEAT: Debt and equity capital-markets originators, syndicate bankers and execution specialists; ECM and DCM originators, syndicate bankers and capital-markets execution bankers; ECM/DCM origination banker and syndicate desk (pricing, books, allocation); Primary markets origination & syndicate (syndicate bankers, DCM/ECM capital markets officers); Syndicate desk manager (DCM and ECM bookbuilding, pricing and allocation) | cost_per_seat midpoint median 850000.0 | determinable_fraction median 0.45 | 16 terminality tasks",,,,UNVERIFIED,,
client_lifecycle_kyc,A1,"Anti-money-laundering customer due diligence | EU | Directive (EU) 2015/849 as amended by Directive (EU) 2018/843, Articles 13, 18 and 20-24",,,,UNVERIFIED,,
client_lifecycle_kyc,A1,Customer due diligence and beneficial ownership requirements | US | 31 CFR 1010.230 (CDD Rule); 31 CFR 1023.220 (broker-dealer CIP under USA PATRIOT Act §326),,,,UNVERIFIED,,
client_lifecycle_kyc,A1,Swap dealer documentation and relationship documentation requirements | US | 17 CFR 23.504 (swap trading relationship documentation); 17 CFR 23.402 (know your counterparty),,,,UNVERIFIED,,
client_lifecycle_kyc,A2,HSBC Holdings plc | Annual Report and Accounts | FY2023 | Global Banking and Markets - Operating expenses,,,,UNVERIFIED,,
client_lifecycle_kyc,A2,JPMorgan Chase & Co. | Form 10-K | FY2023 | Corporate & Investment Bank - Total noninterest expense,,,,UNVERIFIED,,
client_lifecycle_kyc,A4,SEAT: Client lifecycle management / KYC analyst and onboarding documentation specialist for institutional trading clients | cost_per_seat midpoint median 300000.0 | determinable_fraction median 0.7 | 4 terminality tasks,,,,UNVERIFIED,,
collateral_margin_management,A1,"BCBS-IOSCO margin requirements for non-centrally cleared derivatives | GLOBAL | BCBS/IOSCO, 'Margin requirements for non-centrally cleared derivatives' (BCBS d499, April 2020 revision)",,,,UNVERIFIED,,
collateral_margin_management,A1,"BCBS-IOSCO margin requirements for non-centrally cleared derivatives | Global | BCBS 317 / IOSCO FR04/2015 (final framework, phased through September 2022)",,,,UNVERIFIED,,
collateral_margin_management,A1,"BCBS-IOSCO — margin requirements for non-centrally cleared derivatives | Global (Basel/IOSCO framework) | BCBS-IOSCO, Margin requirements for non-centrally cleared derivatives (March 2015)",,,,UNVERIFIED,,
collateral_margin_management,A1,Dispute reporting for collateral disputes | US / EU | 17 CFR 23.504(b)(4) and 23.502; EMIR Delegated Regulation (EU) No 149/2013 Article 15,,,,UNVERIFIED,,
collateral_margin_management,A1,"EMIR risk-mitigation margin RTS | EU | Commission Delegated Regulation (EU) 2016/2251, Articles 1-40 (IM/VM, concentration limits, segregation)",,,,UNVERIFIED,,
collateral_margin_management,A1,"EMIR — risk-mitigation techniques including exchange of collateral | EU | Regulation (EU) No 648/2012, Art. 11(3); Commission Delegated Regulation (EU) 2016/2251",,,,UNVERIFIED,,
collateral_margin_management,A1,Margin and capital requirements for covered swap entities (prudential regulators) | US | 12 CFR Part 237 (Federal Reserve Regulation KK); 12 CFR Part 45 (OCC),,,,UNVERIFIED,,
collateral_margin_management,A1,Margin requirements for non-centrally cleared OTC derivatives (UMR) | EU | Regulation (EU) No 648/2012 Article 11(3); Commission Delegated Regulation (EU) 2016/2251,,,,UNVERIFIED,,
collateral_margin_management,A1,Margin requirements for non-centrally cleared OTC derivatives | EU | Regulation (EU) No 648/2012 (EMIR) Art 11(3); Commission Delegated Regulation (EU) 2016/2251,,,,UNVERIFIED,,
collateral_margin_management,A1,"Margin requirements for uncleared swaps (initial and variation margin, eligible collateral, custody) | US | 17 CFR 23.150-23.161 (CFTC); 12 CFR Part 237 (Federal Reserve Regulation KK)",,,,UNVERIFIED,,
collateral_margin_management,A1,Margin requirements for uncleared swaps (swap dealers) | US / CFTC | 17 CFR 23.150–23.161,,,,UNVERIFIED,,
collateral_margin_management,A2,Deutsche Bank AG | Annual Report | FY2023 | Investment Bank - Noninterest expenses,,,,UNVERIFIED,,
collateral_margin_management,A2,Morgan Stanley | Form 10-K | FY2023 | Institutional Securities - Total non-interest expenses,,,,UNVERIFIED,,
collateral_margin_management,A3,Bank for International Settlements | OTC derivatives statistics — gross credit exposure (collateralisable exposure) | 2.9 USD trillion | as_of 2024-06-30,,,,UNVERIFIED,,
collateral_margin_management,A3,"Bank for International Settlements | OTC derivatives statistics — notional amounts outstanding, all contracts (margined population base) | 667 USD trillion (approximate) | as_of 2023-12-31",,,,UNVERIFIED,,
collateral_margin_management,A3,ISDA | ISDA Margin Survey — initial and variation margin collected by largest derivatives firms | 1.4 USD trillions | as_of 2023-12-31,,,,UNVERIFIED,,
collateral_margin_management,A3,ISDA | ISDA Margin Survey — initial margin collected for non-cleared derivatives by phase-one firms | 325 USD billion (approximate) | as_of 2023-12-31,,,,UNVERIFIED,,
collateral_margin_management,A3,ISDA | Margin Survey - initial margin collected for non-cleared derivatives by surveyed phase-one firms | 325 USD billion | as_of 2023-12-31,,,,UNVERIFIED,,
collateral_margin_management,A3,ISDA | Margin Survey — initial margin collected for non-cleared derivatives by phase-one firms | 325 USD billion | as_of 2023-12-31,,,,UNVERIFIED,,
collateral_margin_management,A4,"SEAT: Collateral management / margin operations analyst (VM and IM calls, disputes, custodian segregation); Collateral management / margin operations analyst (bilateral CSA calls, UMR IM, CCP margin, disputes); Collateral management / margin operations analyst (call issuance, dispute resolution, IM segregation, optimisation support); Collateral management and margining analyst/manager (OTC, cleared and securities financing margin) | cost_per_seat midpoint median 257500.0 | determinable_fraction median 0.85 | 16 terminality tasks",,,,UNVERIFIED,,
commodities_physical_operations,A1,"CFTC federal speculative position limits for referenced contracts | US | 17 CFR Part 150 (150.2 limits, 150.3 exemptions)",,,,UNVERIFIED,,
commodities_physical_operations,A1,"MiFID II commodity derivative position limits and position reporting | EU | Directive 2014/65/EU, Articles 57 and 58",,,,UNVERIFIED,,
commodities_physical_operations,A1,"REMIT — wholesale energy market transaction reporting and market abuse | EU | Regulation (EU) No 1227/2011, Articles 3, 5 and 8",,,,UNVERIFIED,,
commodities_physical_operations,A2,"Barclays PLC | Annual Report | FY2023 | Fixed income, currencies and commodities",,,,UNVERIFIED,,
commodities_physical_operations,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2023 | FICC intermediation",,,,UNVERIFIED,,
commodities_physical_operations,A3,"Bank for International Settlements | OTC derivatives statistics — commodity contracts, notional amounts outstanding | 2.2 USD trillion | as_of 2024-06-30",,,,UNVERIFIED,,
commodities_physical_operations,A3,Futures Industry Association | Global exchange-traded derivatives — energy futures and options contracts traded | 5.0 billion contracts per year | as_of 2023-12-31,,,,UNVERIFIED,,
commodities_physical_operations,A4,"SEAT: Commodities trader (energy, metals, index) with scheduling/logistics and desk analytics support | cost_per_seat midpoint median 950000.0 | determinable_fraction median 0.5 | 4 terminality tasks",,,,UNVERIFIED,,
commodities_trading,A1,CFTC position-limits regime | United States | Commodity Exchange Act section 4a; 7 U.S.C. § 6a; 17 CFR Part 150,,,,UNVERIFIED,,
commodities_trading,A1,"CFTC speculative position limits and accountability levels | US | 17 CFR Part 150 (§150.2 position limits; §150.3 exemptions), as amended by the 2021 final rule",,,,UNVERIFIED,,
